Date,Region,Units Sold,Inventory Level,Units Ordered,Price,Discount,Competitor Pricing,Seasonality
2023-12-01,West,2410,4834,2173,56.07,20,56.98,Autumn
2023-12-02,West,2067,5073,2326,57.59,20,56.93,Autumn
2023-12-03,West,2152,5813,2160,60.22,20,60.11,Autumn
2023-12-04,West,2946,6333,2255,49.47,20,49.62,Autumn
2023-12-05,West,3203,6241,1957,53.11,20,52.09,Autumn
2023-12-06,West,3446,5006,2808,44.36,20,43.98,Autumn
2023-12-07,West,1883,4216,2199,48.96,20,49.52,Autumn
2023-12-08,West,2883,5802,2190,54.71,20,55.1,Autumn
2023-12-09,West,2085,5384,2232,50.45,20,50.64,Autumn
2023-12-10,West,2032,5567,2824,61.0,20,61.35,Autumn
2023-12-11,West,2567,5106,2616,53.68,20,53.56,Autumn
2023-12-12,West,2744,5493,2361,62.25,20,62.31,Autumn
2023-12-13,West,3590,5451,2240,55.16,20,54.94,Autumn
2023-12-14,West,3163,5184,2193,48.03,20,48.42,Autumn
2023-12-15,West,2103,4671,2360,49.49,20,49.61,Autumn
2023-12-16,West,2701,5274,2257,54.79,20,54.66,Autumn
2023-12-17,West,2513,5215,2196,53.38,20,53.82,Autumn
2023-12-18,West,2640,6829,2521,55.65,20,56.39,Autumn
2023-12-19,West,2581,6609,1816,45.7,20,46.0,Autumn
2023-12-20,West,2683,5951,1942,45.64,20,44.98,Autumn
2023-12-21,West,1616,5013,2232,55.1,20,55.06,Winter
2023-12-22,West,2734,5686,1992,53.65,20,52.66,Winter
2023-12-23,West,1836,5035,2265,58.88,20,59.14,Winter
2023-12-24,West,2798,5859,2171,49.69,20,49.84,Winter
2023-12-25,West,2102,4884,2602,53.15,20,52.28,Winter
2023-12-26,West,3119,5880,2315,61.67,20,61.59,Winter
2023-12-27,West,2609,4597,2388,54.34,20,54.29,Winter
2023-12-28,West,2960,5566,1954,57.24,20,56.65,Winter
2023-12-29,West,2549,4370,1937,64.19,20,64.45,Winter
2023-12-30,West,3207,6185,2517,52.53,20,52.9,Winter
2023-12-31,West,2265,4758,1948,59.97,20,59.42,Winter
2024-01-01,West,2543,4410,2173,48.84,20,48.78,Winter
2022-01-01,North,3035,5438,2027,54.72,20,55.77,Winter
2022-01-02,North,3179,5830,2208,60.89,20,60.85,Winter
2022-01-03,North,2294,5311,2303,54.95,20,54.08,Winter
2022-01-04,North,2708,5920,2458,50.9,20,50.25,Winter
2022-01-05,North,2670,5488,2309,53.25,20,53.86,Winter
2022-01-06,North,2011,4945,1939,61.87,20,61.71,Winter
2022-01-07,North,3212,5626,1996,56.76,20,56.99,Winter
2022-01-08,North,2540,5723,1858,53.2,20,52.89,Winter
2022-01-09,North,3713,5766,2232,55.05,20,54.51,Winter
2022-01-10,North,2685,5381,2544,56.25,20,56.68,Winter
2022-01-11,North,2697,5230,2332,56.11,20,55.98,Winter
2022-01-12,North,2308,5139,1923,50.42,20,50.16,Winter
2022-01-13,North,3237,5917,1861,52.42,20,53.37,Winter
2022-01-14,North,2928,5352,1997,56.78,20,58.03,Winter
2022-01-15,North,2617,6063,2229,48.56,20,48.97,Winter
2022-01-16,North,3384,6214,2313,42.56,20,42.86,Winter
2022-01-17,North,2102,4840,2463,53.16,20,54.15,Winter
2022-01-18,North,2798,5450,1768,59.53,20,59.4,Winter
2022-01-19,North,3117,5174,2310,52.83,20,53.04,Winter
2022-01-20,North,2510,5382,2643,45.33,20,45.28,Winter
2022-01-21,North,1630,5197,2383,56.62,20,56.06,Winter
2022-01-22,North,3579,5883,1692,54.12,20,53.92,Winter
2022-01-23,North,2526,4538,2502,56.7,20,57.09,Winter
2022-01-24,North,2399,5206,2104,51.17,20,50.64,Winter
2022-01-25,North,2558,6449,2192,61.86,20,61.6,Winter
2022-01-26,North,2915,5379,2275,59.19,20,59.84,Winter
2022-01-27,North,2529,5128,2188,58.84,20,59.63,Winter
2022-01-28,North,2831,5263,2419,49.86,20,50.63,Winter
2022-01-29,North,2734,5748,1903,54.28,20,54.7,Winter
2022-01-30,North,2991,4734,2484,57.33,20,57.78,Winter
2022-01-31,North,2554,6518,2344,61.59,20,63.01,Winter
2022-02-01,North,3028,5938,2472,48.79,20,49.25,Winter
2022-02-02,North,2128,4540,2173,57.45,20,57.75,Winter
2022-02-03,North,2657,5370,2008,55.94,20,54.7,Winter
2022-02-04,North,3587,5290,2337,49.5,20,50.12,Winter
2022-02-05,North,2512,5732,2074,40.85,20,41.66,Winter
2022-02-06,North,3068,5591,2336,59.04,20,60.34,Winter
2022-02-07,North,2793,5258,2269,59.07,20,59.21,Winter
2022-02-08,North,1955,4642,2117,55.44,20,54.0,Winter
2022-02-09,North,3374,6548,2038,61.56,20,62.52,Winter
2022-02-10,North,2991,5262,2388,62.88,20,62.37,Winter
2022-02-11,North,2524,5600,2081,44.23,20,44.39,Winter
2022-02-12,North,2954,5947,2381,61.65,20,60.88,Winter
2022-02-13,North,2321,5198,2376,54.89,20,54.76,Winter
2022-02-14,North,2406,5303,2081,56.95,15,57.28,Winter
2022-02-15,North,2801,5782,2290,59.22,20,57.8,Winter
2022-02-16,North,4059,5916,2243,54.78,20,56.37,Winter
2022-02-17,North,2312,5739,2457,62.03,20,61.87,Winter
2022-02-18,North,3755,6235,1916,65.23,20,64.59,Winter
2022-02-19,North,2891,5116,2592,47.17,20,47.16,Winter
2022-02-20,North,2488,6352,2078,57.86,20,59.18,Winter
2022-02-21,North,2202,6051,1744,57.9,20,57.51,Winter
2022-02-22,North,2650,5049,2508,49.25,20,48.88,Winter
2022-02-23,North,2710,5621,1981,52.76,20,52.53,Winter
2022-02-24,North,2633,5026,1974,54.39,20,53.86,Winter
2022-02-25,North,2683,4311,2358,56.98,20,58.71,Winter
2022-02-26,North,2707,5515,1991,53.14,20,52.81,Winter
2022-02-27,North,3696,6071,1991,67.06,20,66.04,Winter
2022-02-28,North,2487,5454,2420,49.87,20,50.0,Winter
2022-03-01,North,3211,5513,2468,57.43,20,56.77,Winter
2022-03-02,North,3372,5842,2057,49.09,20,49.0,Winter
2022-03-03,North,2519,6666,2314,61.62,20,60.26,Winter
2022-03-04,North,3646,6775,2261,57.81,20,57.46,Winter
2022-03-05,North,2711,5658,2071,59.89,20,60.01,Winter
2022-03-06,North,2131,5411,2283,64.53,20,64.02,Winter
2022-03-07,North,1811,5096,2162,58.22,20,58.43,Winter
2022-03-08,North,3300,5414,1885,62.59,20,63.61,Winter
2022-03-09,North,2133,4902,2156,52.8,20,52.6,Winter
2022-03-10,North,2299,4505,2077,55.04,20,54.93,Winter
2022-03-11,North,3173,6567,2353,70.04,20,70.32,Winter
2022-03-12,North,3886,6057,2550,51.32,20,50.91,Winter
2022-03-13,North,3191,5300,2453,53.5,20,54.02,Winter
2022-03-14,North,2775,5346,2042,53.12,20,53.34,Winter
2022-03-15,North,2137,5249,2294,51.81,20,51.09,Winter
2022-03-16,North,2890,5242,2004,50.48,20,49.25,Winter
2022-03-17,North,2750,4463,2017,57.98,20,58.2,Winter
2022-03-18,North,2427,4145,2327,54.66,20,55.04,Winter
2022-03-19,North,3466,6263,2050,63.4,20,64.03,Winter
2022-03-20,North,3092,5597,2473,57.09,20,57.15,Winter
2022-03-21,North,2286,4874,1754,57.9,20,59.33,Spring
2022-03-22,North,3402,6496,2045,59.52,20,60.12,Spring
2022-03-23,North,2675,5885,1655,44.01,20,43.87,Spring
2022-03-24,North,2790,5401,2192,55.64,20,55.44,Spring
2022-03-25,North,3561,6150,2460,51.35,20,52.18,Spring
2022-03-26,North,2922,5701,2593,59.15,20,59.83,Spring
2022-03-27,North,2698,6634,2231,50.53,20,50.94,Spring
2022-03-28,North,3239,5268,2107,52.11,20,51.43,Spring
2022-03-29,North,3407,5871,2453,51.78,20,53.1,Spring
2022-03-30,North,2686,5152,2345,50.12,15,50.01,Spring
2022-03-31,North,3209,5950,2279,65.56,20,65.3,Spring
2022-04-01,North,2750,5424,2038,52.14,20,52.44,Spring
2022-04-02,North,1913,4795,2190,52.97,20,53.27,Spring
2022-04-03,North,2484,5422,2306,52.38,20,52.17,Spring
2022-04-04,North,3559,5475,2371,63.09,20,63.49,Spring
2022-04-05,North,3484,6348,2130,45.01,20,45.11,Spring
2022-04-06,North,3018,5593,2145,46.97,20,46.74,Spring
2022-04-07,North,2895,5889,2349,61.36,20,62.22,Spring
2022-04-08,North,2614,5194,2590,48.15,20,47.42,Spring
2022-04-09,North,3303,5963,2163,44.15,20,44.51,Spring
2022-04-10,North,3230,5433,1906,53.23,20,51.93,Spring
2022-04-11,North,2256,4338,2094,45.67,20,45.7,Spring
2022-04-12,North,2526,4771,2086,52.53,20,53.96,Spring
2022-04-13,North,2623,4992,2305,64.85,20,65.13,Spring
2022-04-14,North,2819,6146,2242,52.7,20,53.13,Spring
2022-04-15,North,3096,6377,2104,51.9,20,52.59,Spring
2022-04-16,North,2616,5020,2448,65.76,20,65.9,Spring
2022-04-17,North,2410,6351,2031,55.02,20,55.35,Spring
2022-04-18,North,3384,5617,1978,48.27,20,48.22,Spring
2022-04-19,North,2522,5609,2253,50.59,20,50.8,Spring
2022-04-20,North,2978,5622,1735,55.07,20,54.67,Spring
2022-04-21,North,2625,5317,2525,56.7,20,56.83,Spring
2022-04-22,North,2474,4172,1982,51.63,20,50.74,Spring
2022-04-23,North,2547,5101,2454,55.09,20,55.0,Spring
2022-04-24,North,2619,4600,2148,65.26,20,66.01,Spring
2022-04-25,North,2697,5029,2226,50.4,20,50.2,Spring
2022-04-26,North,2692,5705,2248,52.7,20,52.7,Spring
2022-04-27,North,2478,4346,2339,45.98,20,46.72,Spring
2022-04-28,North,3428,5659,2328,69.06,20,68.89,Spring
2022-04-29,North,2302,4741,2496,62.56,20,62.67,Spring
2022-04-30,North,3481,5903,2460,55.12,20,54.46,Spring
2022-05-01,North,2319,4779,2327,59.95,20,60.46,Spring
2022-05-02,North,2424,5514,2398,52.81,20,51.8,Spring
2022-05-03,North,2645,6255,1764,56.84,20,55.68,Spring
2022-05-04,North,2356,5600,2023,62.88,20,62.86,Spring
2022-05-05,North,3085,6210,1939,56.58,20,57.04,Spring
2022-05-06,North,2984,5957,1867,50.88,20,51.83,Spring
2022-05-07,North,3054,5807,2057,50.86,20,50.29,Spring
2022-05-08,North,2652,5189,2322,54.76,20,54.09,Spring
2022-05-09,North,2368,4869,2342,54.63,20,54.92,Spring
2022-05-10,North,2699,5751,2268,49.61,20,49.92,Spring
2022-05-11,North,2511,4737,2336,57.16,20,57.62,Spring
2022-05-12,North,2665,5523,2015,56.76,20,56.47,Spring
2022-05-13,North,2433,4720,1942,48.94,20,48.28,Spring
2022-05-14,North,2702,5155,2291,57.89,20,56.89,Spring
2022-05-15,North,2720,5663,2161,57.14,20,57.55,Spring
2022-05-16,North,2995,5300,2333,43.93,20,42.94,Spring
2022-05-17,North,3306,5744,2079,42.69,20,41.48,Spring
2022-05-18,North,3864,6408,2366,53.33,20,53.82,Spring
2022-05-19,North,2015,5707,2207,58.44,20,58.86,Spring
2022-05-20,North,3073,5711,2289,54.29,20,53.86,Spring
2022-05-21,North,1828,5060,2077,46.85,20,46.94,Spring
2022-05-22,North,2599,5799,2277,64.88,15,64.6,Spring
2022-05-23,North,1954,5292,2247,53.5,20,53.37,Spring
2022-05-24,North,2234,5413,2119,65.64,20,65.74,Spring
2022-05-25,North,1865,5125,2157,60.91,20,61.53,Spring
2022-05-26,North,3362,5937,2257,60.84,20,61.54,Spring
2022-05-27,North,2687,5068,2219,51.07,20,50.68,Spring
2022-05-28,North,2175,5015,2640,56.65,20,56.42,Spring
2022-05-29,North,3071,5574,1843,58.5,20,59.11,Spring
2022-05-30,North,2335,5710,1999,54.49,20,54.97,Spring
2022-05-31,North,2130,4777,2074,64.13,20,64.4,Spring
2022-06-01,North,3262,5875,2066,57.94,20,58.14,Spring
2022-06-02,North,2734,4469,2179,57.29,20,57.18,Spring
2022-06-03,North,2177,5905,2086,57.95,20,58.21,Spring
2022-06-04,North,2493,4807,2721,62.15,20,62.36,Spring
2022-06-05,North,3087,5299,2329,47.56,20,47.64,Spring
2022-06-06,North,2300,6309,2239,53.85,20,53.16,Spring
2022-06-07,North,2844,5394,2202,53.36,20,52.46,Spring
2022-06-08,North,2741,5951,2316,57.37,20,57.42,Spring
2022-06-09,North,1873,5293,2210,60.98,20,60.82,Spring
2022-06-10,North,3425,5914,1963,58.64,20,59.39,Spring
2022-06-11,North,2216,5620,2087,52.61,20,51.3,Spring
2022-06-12,North,2245,4688,1953,50.38,20,50.83,Spring
2022-06-13,North,2419,5809,2222,55.87,20,54.2,Spring
2022-06-14,North,2688,5189,2331,47.0,20,46.41,Spring
2022-06-15,North,3336,6714,2281,51.57,20,52.07,Spring
2022-06-16,North,3277,6055,2628,51.44,20,52.01,Spring
2022-06-17,North,2048,4267,2329,57.58,20,57.47,Spring
2022-06-18,North,3338,6328,2289,55.41,20,55.01,Spring
2022-06-19,North,2753,5749,2043,59.26,20,59.79,Spring
2022-06-20,North,2443,6473,2003,61.08,20,61.22,Spring
2022-06-21,North,2902,5739,2246,50.49,20,50.71,Summer
2022-06-22,North,2377,5765,2076,59.73,20,59.19,Summer
2022-06-23,North,3343,5549,1993,62.24,20,61.33,Summer
2022-06-24,North,2679,4488,2008,58.36,20,58.33,Summer
2022-06-25,North,2855,5066,2023,61.9,20,60.4,Summer
2022-06-26,North,4587,7114,2171,61.79,20,61.62,Summer
2022-06-27,North,2849,5193,1987,56.5,20,57.1,Summer
2022-06-28,North,2315,4979,2339,59.14,20,58.64,Summer
2022-06-29,North,3312,5740,2163,64.03,20,64.33,Summer
2022-06-30,North,3180,5659,2346,52.44,20,53.33,Summer
2022-07-01,North,2686,5361,2279,55.97,20,56.5,Summer
2022-07-02,North,2695,5389,2185,53.91,20,54.25,Summer
2022-07-03,North,2632,5421,1868,62.98,20,63.11,Summer
2022-07-04,North,3511,6647,2261,43.42,20,44.85,Summer
2022-07-05,North,3070,5771,1969,56.69,20,56.47,Summer
2022-07-06,North,3205,5320,2216,56.18,20,56.49,Summer
2022-07-07,North,2858,6259,1927,54.66,20,54.56,Summer
2022-07-08,North,2984,5589,2466,60.04,20,60.02,Summer
2022-07-09,North,2886,6339,2251,55.95,20,55.28,Summer
2022-07-10,North,1743,5339,2102,63.56,20,63.07,Summer
2022-07-11,North,3332,6116,2292,51.62,20,52.12,Summer
2022-07-12,North,2268,5326,2280,60.54,20,61.47,Summer
2022-07-13,North,3054,5368,2157,57.07,20,58.39,Summer
2022-07-14,North,3871,6082,2071,60.42,20,60.11,Summer
2022-07-15,North,2260,4284,2357,66.43,20,66.6,Summer
2022-07-16,North,2917,6054,1604,59.26,20,59.21,Summer
2022-07-17,North,2613,6128,1765,57.54,20,57.04,Summer
2022-07-18,North,3594,5946,2321,56.67,20,57.02,Summer
2022-07-19,North,2651,4866,2020,66.45,20,66.1,Summer
2022-07-20,North,2860,5417,1693,55.17,20,54.84,Summer
2022-07-21,North,3822,5292,2207,50.14,20,51.13,Summer
2022-07-22,North,2947,6110,2200,52.78,20,52.34,Summer
2022-07-23,North,3107,5288,2270,50.57,20,51.33,Summer
2022-07-24,North,2873,6268,1793,54.32,20,54.58,Summer
2022-07-25,North,2970,6399,2196,54.89,20,53.69,Summer
2022-07-26,North,2238,5308,2355,52.7,20,52.63,Summer
2022-07-27,North,1868,5681,2070,52.45,20,51.92,Summer
2022-07-28,North,2664,4754,2078,61.07,20,60.59,Summer
2022-07-29,North,3672,6199,2305,55.44,20,56.32,Summer
2022-07-30,North,2134,4319,2217,51.69,20,51.7,Summer
2022-07-31,North,2367,5077,2600,50.09,20,49.69,Summer
2022-08-01,North,2903,5492,2220,54.25,20,53.64,Summer
2022-08-02,North,3265,5790,2268,44.4,20,43.42,Summer
2022-08-03,North,2718,5069,2319,54.42,20,55.4,Summer
2022-08-04,North,3190,6300,2054,53.58,20,53.02,Summer
2022-08-05,North,3447,6983,2215,50.88,20,51.24,Summer
2022-08-06,North,3249,5711,2181,56.01,20,56.63,Summer
2022-08-07,North,2277,4684,2109,58.45,20,56.88,Summer
2022-08-08,North,2204,4907,1911,57.2,20,57.52,Summer
2022-08-09,North,2305,5454,2558,57.26,20,56.66,Summer
2022-08-10,North,2727,5344,2468,57.25,20,57.19,Summer
2022-08-11,North,2587,5630,2438,54.58,20,54.55,Summer
2022-08-12,North,3314,6447,2012,50.83,20,50.55,Summer
2022-08-13,North,2765,5969,2259,56.3,20,56.54,Summer
2022-08-14,North,3388,5928,1879,52.65,20,52.96,Summer
2022-08-15,North,2185,4968,2347,54.27,20,53.54,Summer
2022-08-16,North,2820,5512,1957,55.26,20,57.05,Summer
2022-08-17,North,3072,4860,2299,55.92,20,55.75,Summer
2022-08-18,North,3083,5122,2327,48.68,20,48.39,Summer
2022-08-19,North,3260,5933,2080,47.4,20,47.36,Summer
2022-08-20,North,2997,5782,1909,57.5,20,57.17,Summer
2022-08-21,North,2906,6352,2049,57.16,20,58.29,Summer
2022-08-22,North,2193,5076,2593,59.95,20,60.47,Summer
2022-08-23,North,2676,5419,2527,58.67,20,58.87,Summer
2022-08-24,North,2903,6073,2274,53.96,20,54.09,Summer
2022-08-25,North,3364,5451,1921,60.68,20,60.99,Summer
2022-08-26,North,2945,5973,2620,62.74,20,63.83,Summer
2022-08-27,North,2837,5687,2190,57.31,20,58.15,Summer
2022-08-28,North,2914,5199,2176,54.53,20,54.19,Summer
2022-08-29,North,2376,4935,2200,51.35,20,51.18,Summer
2022-08-30,North,2925,5295,2606,60.49,20,60.12,Summer
2022-08-31,North,1919,5380,1981,54.23,20,54.7,Summer
2022-09-01,North,2982,5691,2202,58.49,20,57.57,Summer
2022-09-02,North,2589,5207,2227,58.37,20,59.15,Summer
2022-09-03,North,2427,5701,2335,56.23,20,55.36,Summer
2022-09-04,North,2896,5632,2124,53.87,20,54.58,Summer
2022-09-05,North,2656,5582,2382,63.77,20,63.96,Summer
2022-09-06,North,2853,5001,2356,54.7,20,54.3,Summer
2022-09-07,North,2719,5745,2258,49.28,20,49.64,Summer
2022-09-08,North,2926,5582,2227,49.93,20,50.02,Summer
2022-09-09,North,2712,5287,2539,54.61,20,55.24,Summer
2022-09-10,North,2910,5539,1945,48.98,20,48.47,Summer
2022-09-11,North,3166,6069,2360,67.94,20,68.11,Summer
2022-09-12,North,2494,6381,2428,49.01,20,48.13,Summer
2022-09-13,North,2977,5464,2215,56.1,20,56.32,Summer
2022-09-14,North,2592,4934,2152,42.77,20,42.42,Summer
2022-09-15,North,3256,5906,2372,51.44,20,50.7,Summer
2022-09-16,North,2539,4907,2220,48.64,20,49.16,Summer
2022-09-17,North,2821,6413,2148,59.92,20,59.58,Summer
2022-09-18,North,2028,4970,2382,43.64,20,44.51,Summer
2022-09-19,North,2368,5782,2371,57.99,20,58.48,Summer
2022-09-20,North,1989,5680,2323,61.38,20,61.37,Summer
2022-09-21,North,2115,5345,2244,61.02,20,61.88,Autumn
2022-09-22,North,2534,5290,2183,53.92,20,54.77,Autumn
2022-09-23,North,2646,5795,2371,65.7,20,65.3,Autumn
2022-09-24,North,2328,5820,1915,52.79,20,53.37,Autumn
2022-09-25,North,2290,6126,2436,52.95,20,51.4,Autumn
2022-09-26,North,3099,6688,2535,44.15,20,44.41,Autumn
2022-09-27,North,3440,6206,2132,50.77,20,51.02,Autumn
2022-09-28,North,3033,5383,2223,58.38,20,58.39,Autumn
2022-09-29,North,3015,5309,1841,58.3,20,56.84,Autumn
2022-09-30,North,2144,4837,2111,53.74,20,53.33,Autumn
2022-10-01,North,2511,5664,2173,50.11,20,50.7,Autumn
2022-10-02,North,2534,4504,2363,45.77,20,46.14,Autumn
2022-10-03,North,2351,5434,2709,53.65,20,54.0,Autumn
2022-10-04,North,3079,5468,2325,53.16,20,52.84,Autumn
2022-10-05,North,3410,5834,2244,62.14,20,62.73,Autumn
2022-10-06,North,2657,5353,1931,58.38,20,60.26,Autumn
2022-10-07,North,3088,5977,2202,57.55,20,58.17,Autumn
2022-10-08,North,2197,5176,1865,47.27,20,46.93,Autumn
2022-10-09,North,2215,4918,2713,52.4,20,53.04,Autumn
2022-10-10,North,1737,6030,2190,57.09,20,56.9,Autumn
2022-10-11,North,2360,4976,2406,57.48,20,56.95,Autumn
2022-10-12,North,2683,6400,1861,52.76,20,53.28,Autumn
2022-10-13,North,2760,5507,2033,54.29,20,54.97,Autumn
2022-10-14,North,2728,5971,2228,56.65,20,57.57,Autumn
2022-10-15,North,2140,5259,1768,48.49,20,48.46,Autumn
2022-10-16,North,3204,6082,2031,54.32,20,54.72,Autumn
2022-10-17,North,2608,5050,2147,54.93,20,56.26,Autumn
2022-10-18,North,2897,5790,2195,63.65,20,64.5,Autumn
2022-10-19,North,3440,5532,2293,62.52,20,62.34,Autumn
2022-10-20,North,2848,5756,2276,52.07,20,51.99,Autumn
2022-10-21,North,2437,5082,2505,56.8,20,57.04,Autumn
2022-10-22,North,2796,5781,2436,50.42,20,50.55,Autumn
2022-10-23,North,3595,5489,2367,56.4,20,56.97,Autumn
2022-10-24,North,3025,5851,2234,61.14,20,61.82,Autumn
2022-10-25,North,3853,6514,2015,54.92,20,55.52,Autumn
2022-10-26,North,2609,5550,2592,56.18,15,55.56,Autumn
2022-10-27,North,2133,5431,2468,57.28,20,58.14,Autumn
2022-10-28,North,2032,4891,2322,58.26,15,58.43,Autumn
2022-10-29,North,2210,4832,2092,46.44,20,46.52,Autumn
2022-10-30,North,2725,5740,2212,46.7,20,47.19,Autumn
2022-10-31,North,2724,4963,2484,40.37,20,40.25,Autumn
2022-11-01,North,2999,4841,2049,48.51,20,48.57,Autumn
2022-11-02,North,2624,5220,2323,62.06,20,62.01,Autumn
2022-11-03,North,2803,4571,2285,45.77,20,45.4,Autumn
2022-11-04,North,2862,5465,2214,56.72,20,57.15,Autumn
2022-11-05,North,2447,6520,2037,55.66,20,55.63,Autumn
2022-11-06,North,3027,5971,1955,52.67,20,52.0,Autumn
2022-11-07,North,2379,5267,2044,58.84,20,59.42,Autumn
2022-11-08,North,2909,5793,2326,61.77,20,61.54,Autumn
2022-11-09,North,2711,5433,2155,53.07,20,52.89,Autumn
2022-11-10,North,3005,6292,1687,53.91,20,52.98,Autumn
2022-11-11,North,3350,5464,1959,61.91,20,62.3,Autumn
2022-11-12,North,2205,5784,2381,54.1,20,54.83,Autumn
2022-11-13,North,2853,5985,2333,59.64,20,60.07,Autumn
2022-11-14,North,3371,5608,2307,55.97,20,54.42,Autumn
2022-11-15,North,2759,5477,2048,64.91,20,65.35,Autumn
2022-11-16,North,3464,5976,2109,54.88,20,54.06,Autumn
2022-11-17,North,3680,6632,2180,48.32,20,48.29,Autumn
2022-11-18,North,2670,5132,2402,67.61,20,68.44,Autumn
2022-11-19,North,2998,5672,2050,49.36,20,49.16,Autumn
2022-11-20,North,3191,5953,2307,53.23,20,52.56,Autumn
2022-11-21,North,2658,5019,2062,63.07,20,63.7,Autumn
2022-11-22,North,2951,6155,2254,55.21,20,54.84,Autumn
2022-11-23,North,2039,4857,2076,58.13,20,58.49,Autumn
2022-11-24,North,2260,5530,2078,60.56,20,60.27,Autumn
2022-11-25,North,2690,4751,2465,66.08,20,65.45,Autumn
2022-11-26,North,2434,5057,1804,54.64,20,55.43,Autumn
2022-11-27,North,3050,5333,2068,51.46,20,50.92,Autumn
2022-11-28,North,2206,5664,2102,53.9,20,54.16,Autumn
2022-11-29,North,3347,5246,2140,57.34,20,57.15,Autumn
2022-11-30,North,2527,5252,2292,57.85,20,58.66,Autumn
2022-12-01,North,3278,6235,2177,52.68,20,52.36,Autumn
2022-12-02,North,2895,5337,1670,58.76,20,59.39,Autumn
2022-12-03,North,1817,4403,2182,56.34,20,57.12,Autumn
2022-12-04,North,3483,6067,2012,54.56,20,53.89,Autumn
2022-12-05,North,2809,4853,2548,49.94,20,49.55,Autumn
2022-12-06,North,2949,5814,1871,59.71,20,60.37,Autumn
2022-12-07,North,3040,5085,2131,55.52,20,55.36,Autumn
2022-12-08,North,3292,5083,2575,56.36,20,57.46,Autumn
2022-12-09,North,2046,5595,2168,49.81,20,49.66,Autumn
2022-12-10,North,2053,5302,2274,53.55,20,53.48,Autumn
2022-12-11,North,3173,5974,2312,60.52,20,60.58,Autumn
2022-12-12,North,2848,6016,2010,58.48,20,59.16,Autumn
2022-12-13,North,2563,5049,2261,44.89,20,45.58,Autumn
2022-12-14,North,3650,6344,2132,52.63,20,53.76,Autumn
2022-12-15,North,2274,3973,1797,51.77,15,52.61,Autumn
2022-12-16,North,2776,5122,1745,64.63,20,65.34,Autumn
2022-12-17,North,2073,5499,2452,59.82,20,60.33,Autumn
2022-12-18,North,3139,5387,1745,56.84,20,56.61,Autumn
2022-12-19,North,2676,5472,1992,50.21,20,49.42,Autumn
2022-12-20,North,3595,5756,2151,57.94,20,57.24,Autumn
2022-12-21,North,2041,5407,2218,54.91,20,54.87,Winter
2022-12-22,North,2797,6225,2008,60.68,20,60.97,Winter
2022-12-23,North,3716,5665,2269,55.36,20,56.64,Winter
2022-12-24,North,2008,4185,2251,62.03,20,62.55,Winter
2022-12-25,North,2112,4909,2254,44.56,20,44.42,Winter
2022-12-26,North,2316,5719,2219,49.44,20,50.1,Winter
2022-12-27,North,2359,6139,2605,51.94,20,51.89,Winter
2022-12-28,North,2818,5851,2230,62.16,20,61.39,Winter
2022-12-29,North,3744,6417,2248,60.77,20,60.03,Winter
2022-12-30,North,2665,5001,1696,49.09,20,48.64,Winter
2022-12-31,North,2170,5356,2214,54.41,20,54.81,Winter
2023-01-01,North,2855,5950,2117,52.74,20,53.14,Winter
2023-01-02,North,3554,5690,2388,56.27,20,56.77,Winter
2023-01-03,North,3497,6129,2167,60.69,20,59.96,Winter
2023-01-04,North,2640,4681,2382,53.36,20,53.39,Winter
2023-01-05,North,2337,4574,2515,42.75,20,43.19,Winter
2023-01-06,North,2930,5909,1952,56.82,20,55.45,Winter
2023-01-07,North,2478,5675,2221,51.1,20,50.24,Winter
2023-01-08,North,1796,5476,1986,52.16,20,51.85,Winter
2023-01-09,North,2530,4666,2515,57.04,20,56.19,Winter
2023-01-10,North,2272,5206,2153,48.66,20,48.69,Winter
2023-01-11,North,1656,3952,1970,52.82,20,52.47,Winter
2023-01-12,North,2178,3951,2221,55.89,20,55.61,Winter
2023-01-13,North,2593,5764,2019,57.42,20,57.93,Winter
2023-01-14,North,3038,5877,2118,64.75,20,63.63,Winter
2023-01-15,North,2485,4994,1968,50.63,20,51.45,Winter
2023-01-16,North,2315,5885,2152,51.04,20,51.39,Winter
2023-01-17,North,3249,5401,1938,48.04,20,47.15,Winter
2023-01-18,North,2804,4779,2121,50.6,20,50.97,Winter
2023-01-19,North,2813,5650,2568,49.95,20,49.88,Winter
2023-01-20,North,2618,5621,2170,56.12,20,56.33,Winter
2023-01-21,North,2061,4815,2208,52.12,20,52.15,Winter
2023-01-22,North,2560,5493,1919,47.36,20,46.63,Winter
2023-01-23,North,3659,6671,1806,54.25,20,53.97,Winter
2023-01-24,North,2288,5531,1877,45.93,20,46.6,Winter
2023-01-25,North,3235,6370,2084,54.89,20,55.57,Winter
2023-01-26,North,2564,5470,2759,60.15,20,59.26,Winter
2023-01-27,North,3117,5695,2275,50.38,20,51.51,Winter
2023-01-28,North,3258,6429,2216,59.85,20,59.62,Winter
2023-01-29,North,2761,5623,2332,40.56,20,40.63,Winter
2023-01-30,North,2839,5340,2208,56.78,20,57.33,Winter
2023-01-31,North,2759,5778,2378,61.65,20,62.66,Winter
2023-02-01,North,2503,4285,1993,57.11,20,57.75,Winter
2023-02-02,North,2584,5675,1983,59.21,20,58.9,Winter
2023-02-03,North,2715,5879,2568,57.12,20,56.25,Winter
2023-02-04,North,2227,4800,1887,57.66,20,57.28,Winter
